timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777734703624,88,用户注册,200,,常规接口测试-50并发 1-47,text,true,,724,253,15,20,http://localhost:8080/api/auth/register,85,0,0
1777734703680,42,用户登录,200,,常规接口测试-50并发 1-48,text,true,,319,218,15,20,http://localhost:8080/api/auth/login,38,0,0
1777734703677,46,用户注册,200,,常规接口测试-50并发 1-49,text,true,,724,253,15,20,http://localhost:8080/api/auth/register,43,0,0
1777734703712,28,用户登录,200,,常规接口测试-50并发 1-47,text,true,,319,218,15,20,http://localhost:8080/api/auth/login,26,0,0
1777734703703,38,用户注册,200,,常规接口测试-50并发 1-50,text,true,,724,253,15,20,http://localhost:8080/api/auth/register,37,0,0
1777734703723,39,用户登录,200,,常规接口测试-50并发 1-49,text,true,,319,218,15,20,http://localhost:8080/api/auth/login,31,0,0
1777734703742,40,用户登录,200,,常规接口测试-50并发 1-50,text,true,,319,218,15,20,http://localhost:8080/api/auth/login,40,0,0
1777734703639,162,高级筛选搜索,200,,常规接口测试-50并发 1-36,text,true,,5782,232,15,20,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,162,0,1
1777734703693,128,高级筛选搜索,200,,常规接口测试-50并发 1-37,text,true,,5782,232,14,19,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,127,0,0
1777734703691,131,高级筛选搜索,200,,常规接口测试-50并发 1-39,text,true,,5782,232,13,18,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,131,0,2
1777734703342,603,获取帖子列表,200,,常规接口测试-50并发 1-38,text,true,,5517,179,12,17,http://localhost:8080/api/post/list?pageNum=1&pageSize=10,603,0,0
1777734703945,17,关键词搜索,400,,常规接口测试-50并发 1-38,text,false,,332,183,12,17,http://localhost:8080/api/search/keyword?q=篮球,16,0,0
1777734703451,564,获取帖子列表,200,,常规接口测试-50并发 1-41,text,true,,5517,179,12,17,http://localhost:8080/api/post/list?pageNum=1&pageSize=10,564,0,0
1777734704016,8,关键词搜索,400,,常规接口测试-50并发 1-41,text,false,,332,183,12,17,http://localhost:8080/api/search/keyword?q=篮球,7,0,0
1777734703368,677,获取帖子列表,200,,常规接口测试-50并发 1-40,text,true,,5517,179,12,17,http://localhost:8080/api/post/list?pageNum=1&pageSize=10,676,0,0
1777734704045,16,关键词搜索,400,,常规接口测试-50并发 1-40,text,false,,332,183,12,17,http://localhost:8080/api/search/keyword?q=篮球,13,0,0
1777734703962,120,高级筛选搜索,200,,常规接口测试-50并发 1-38,text,true,,5782,232,12,17,http://localhost:8080/api/post/list/filter?category=运动健身&pageNum=1&pageSize=10,118,0,0
